Word	Concreteness
monkey	5.1478496
moose	4.4923778
moral	1.7843108
morning	3.9657364
mosquito	5.4508967
motive	3.2591627
mountain	5.5014186
mouse	4.8270593
mouth	5.0038567
muscle	3.3922615
mushroom	4.87348
musical	4.1995955
mustard	4.766794
mystery	3.4117336
new	3.801283
newspaper	5.3432856
night	3.3734
nose	4.641544
noun	2.5996776
number	3.4701664
oak	4.558629
office	3.4761353
old	3.710508
optimism	1.3918767
pan	4.8652782
parade	4.125299
paradox	1.4447536
parent	4.3191147
park	4.133172
party	2.479005
patent	3.1991
patient	3.7696154
pea	3.7253487
peace	2.713078
peaceful	1.2088118
pen	4.304746
pencil	5.6309576
penguin	5.3660927
perjury	3.7605596
piano	5.0324755
pie	3.5923586
pig	5.396101
pilot	4.167284
pineapple	4.7354155
plane	4.473037
plea	3.4273825
plot	2.867283
plum	4.56193
policeman	4.5642767
politician	4.006876
power	3.4789789
powerful	2.5015824
prairie	3.9254472
priest	5.0592833
prison	3.8467903
problem	2.7829483
protest	3.5811138
pumpkin	5.4393973
put	3.1123915
quantity	1.8032534
radish	4.193058
rake	4.944043
rally	3.5559282
ran	3.0923548
raspberry	4.919977
read	3.4546075
reality	2.1733594
red	4.3994308
reporter	4.167285
restaurant	5.0941777
ricochet	3.9879622
riot	4.0824947
river	5.3184786
rocket	5.4607234
role	4.3301306
rose	2.6988158
rum	4.6933928
rumor	2.926415
sailboat	5.557464
salmon	4.951128
sandpaper	5.569217
satire	2.8252409
saw	2.1764235
saxophone	4.721887
school	4.3613806
scientist	3.2065911
scissors	4.3323784
scooter	4.1881075
scream	3.7121806
screech	5.144472
semester	4.3502827
shame	1.9163895
shiny	3.9298213
shoulder	5.191347
sick	3.2492385
sin	1.8154802
sled	4.393885
slept	3.0072298
small	3.8751307
snake	4.716908
snub	4.30462
soccer	5.3717365
soft	3.480035
soldier	4.8137126
spaghetti	3.9746726
spatula	3.9757655
speech	5.198524
spiritual	2.7013338
spring	3.4539816
squeal	3.5696955
stampede	3.9994235
stapler	4.797798
stayed	3.3004398
stole	2.8862252
stone	4.702784
store	5.0581927
storm	4.8874054
street	4.5779085
student	4.026262
submarine	4.1906095
subway	5.397555
sum	3.8319204
summer	3.8607943
sun	3.4544792
sympathy	2.4748492
symphony	3.338008
table	4.1348042
tangerine	3.4820821
tax	3.997747
tea	5.7241545
teacher	4.6565747
team	3.9675508
television	3.9967442
terrorist	4.4328437
testimony	2.0718884
theater	4.689492
theme	4.0549126
theory	2.0111177
threw	4.1861563
thunder	3.4986866
ticket	4.573976
tiger	5.69205
tired	2.3341289
toaster	3.6729693
tobacco	4.3527164
toe	4.851282
tomato	5.3006124
took	3.0176606
torment	2.2565727
tornado	4.9070945
tourist	3.8020086
train	4.802904
treaty	2.4379594
tree	5.386554
trial	3.04351
tribute	2.7900724
trombone	4.5016356
truce	1.9529097
truck	5.1781907
trumpet	4.7901144
trust	2.7717876
truth	1.7972126
tuba	4.859029
tulip	5.6559634
turtle	4.407459
umbrella	3.794521
used	3.0312839
vacation	2.8744595
van	3.3783617
verb	4.442348
vice	4.429335
victim	3.3027084
volcano	5.594806
voter	3.8733397
watched	4.5847926
water	4.5447454
wealthy	2.445033
went	3.2077343
whale	3.7411742
whine	3.2315044
white	3.7020118
whole	3.4719005
window	5.0538054
winter	4.385666
wit	2.0208492
witness	3.8330464
woe	2.4843554
woman	5.3550024
wonder	3.282001
worked	2.5143218
worker	3.3503294
worth	3.3526335
wrote	1.9407676
xylophone	4.098603
year	3.41299
yellow	4.3492937
young	2.9164796
zone	3.7280467
zoo	4.8816366
